1.300000000000000000e+01,5.291177853007879017e-01,5.291177853007879017e-01
1.300000000000000000e+01,5.211832204694349935e-01,5.211832204694349935e-01
1.200000000000000000e+01,9.622803261168629829e-01,9.622803261168629829e-01
6.000000000000000000e+01,8.892354884842061935e-01,8.892354884842061935e-01
6.000000000000000000e+01,8.240771251524038332e-01,8.240771251524038332e-01
1.300000000000000000e+01,8.388660613370659824e-01,8.388660613370659824e-01
1.200000000000000000e+01,6.494385971998783980e-01,6.494385971998783980e-01
1.600000000000000000e+01,1.267954634554201432e+00,1.267954634554201432e+00
1.600000000000000000e+01,1.147278061226537860e+00,1.147278061226537860e+00
2.000000000000000000e+01,6.133750151336929690e-01,6.133750151336929690e-01
2.000000000000000000e+01,8.406511268336701592e-01,8.406511268336701592e-01
2.000000000000000000e+01,7.714915661547323555e-01,7.714915661547323555e-01
2.000000000000000000e+01,9.599923900409815802e-01,9.599923900409815802e-01
2.000000000000000000e+01,9.961017287451958691e-01,9.961017287451958691e-01
1.200000000000000000e+01,9.921877406824346490e-01,9.921877406824346490e-01
1.200000000000000000e+01,5.880801019093120363e-01,5.880801019093120363e-01
1.200000000000000000e+01,6.760410968289106703e-01,6.760410968289106703e-01
1.200000000000000000e+01,1.691171698568274540e+00,1.691171698568274540e+00
1.700000000000000000e+01,1.711652044594549338e+00,1.711652044594549338e+00
1.700000000000000000e+01,1.815673742445020000e+00,1.815673742445020000e+00
1.700000000000000000e+01,1.736429115851249039e+00,1.736429115851249039e+00
1.700000000000000000e+01,9.967184176773464799e-01,9.967184176773464799e-01
1.700000000000000000e+01,1.433879889914677408e+00,1.433879889914677408e+00
2.700000000000000000e+01,4.985385048798512964e-01,4.985385048798512964e-01
2.400000000000000000e+01,7.058483027775592777e-01,7.058483027775592777e-01
2.000000000000000000e+01,9.542415022096482069e-01,9.542415022096482069e-01
2.000000000000000000e+01,8.274607072830199028e-01,8.274607072830199028e-01
4.000000000000000000e+01,5.341522027877119161e-01,5.341522027877119161e-01
4.100000000000000000e+01,5.680843554453961497e-01,5.680843554453961497e-01
3.200000000000000000e+01,8.669292164372098819e-01,8.669292164372098819e-01
4.700000000000000000e+01,6.207979165323945780e-01,6.207979165323945780e-01
3.000000000000000000e+02,2.843984191598187272e-01,2.843984191598187272e-01
3.210000000000000000e+02,4.072569289340313703e-01,4.072569289340313703e-01
3.220000000000000000e+02,3.002067824180078004e-01,3.002067824180078004e-01
3.000000000000000000e+02,6.627139579378537038e-01,6.627139579378537038e-01
3.350000000000000000e+02,3.598940801864650707e-01,3.598940801864650707e-01
3.000000000000000000e+02,5.725870423080127170e-01,5.725870423080127170e-01
3.000000000000000000e+02,2.975957938327015162e-01,2.975957938327015162e-01
3.010000000000000000e+02,5.541407356696068653e-01,5.541407356696068653e-01
3.450000000000000000e+02,3.345956887978540073e-01,3.345956887978540073e-01
3.390000000000000000e+02,4.244645520589247489e-01,4.244645520589247489e-01
3.240000000000000000e+02,5.322571983225187209e-01,5.322571983225187209e-01
2.970000000000000000e+02,7.806174220181316681e-01,7.806174220181316681e-01
0.000000000000000000e+00,8.032478670980963686e-01,8.032478670980963686e-01
