1.300000000000000000e+01,6.921249999999999680e+00,5.324038461538461720e-01
1.300000000000000000e+01,1.343624999999999936e+01,1.033557692307692344e+00
1.200000000000000000e+01,2.601624999999999943e+01,2.081891025641025905e+00
6.000000000000000000e+01,7.716625000000000512e+01,2.934391025641025941e+00
6.000000000000000000e+01,1.241912500000000108e+02,3.718141025641025887e+00
1.300000000000000000e+01,1.355800000000000125e+02,4.594198717948718702e+00
1.200000000000000000e+01,1.457050000000000125e+02,5.437948717948718702e+00
1.600000000000000000e+01,1.642050000000000125e+02,6.594198717948718702e+00
1.600000000000000000e+01,1.832050000000000125e+02,7.781698717948718702e+00
2.000000000000000000e+01,1.956800000000000068e+02,8.405448717948718951e+00
2.000000000000000000e+01,2.073550000000000182e+02,8.989198717948719164e+00
2.000000000000000000e+01,2.220050000000000239e+02,9.721698717948719093e+00
2.000000000000000000e+01,2.400300000000000296e+02,1.062294871794872009e+01
2.000000000000000000e+01,2.581050000000000182e+02,1.152669871794872059e+01
1.200000000000000000e+01,2.710600000000000023e+02,1.260628205128205437e+01
1.200000000000000000e+01,2.771050000000000182e+02,1.311003205128205451e+01
1.200000000000000000e+01,2.846200000000000045e+02,1.373628205128205515e+01
1.200000000000000000e+01,3.033849999999999909e+02,1.530003205128205579e+01
1.700000000000000000e+01,3.290312500000000000e+02,1.680863499245852566e+01
1.700000000000000000e+01,3.556150000000000091e+02,1.837238499245852452e+01
1.700000000000000000e+01,3.812612500000000182e+02,1.988098793363499439e+01
1.700000000000000000e+01,3.983250000000000455e+02,2.088473793363499453e+01
1.700000000000000000e+01,4.183775000000000546e+02,2.206429675716440642e+01
2.700000000000000000e+01,4.314787500000000477e+02,2.254952823864588751e+01
2.400000000000000000e+01,4.446387500000000728e+02,2.309786157197921952e+01
2.000000000000000000e+01,4.601887500000000841e+02,2.387536157197921938e+01
2.000000000000000000e+01,4.764387500000000841e+02,2.468786157197921938e+01
4.000000000000000000e+01,4.961387500000000728e+02,2.518036157197921909e+01
4.100000000000000000e+01,5.211700000000000728e+02,2.579087986466214488e+01
3.200000000000000000e+01,5.472100000000000364e+02,2.660462986466214375e+01
4.700000000000000000e+01,5.728312500000000682e+02,2.714976284338554890e+01
3.000000000000000000e+02,6.784562500000000682e+02,2.750184617671888176e+01
3.210000000000000000e+02,8.202375000000000682e+02,2.794353231379053426e+01
3.220000000000000000e+02,9.328350000000000364e+02,2.829321399080916777e+01
3.000000000000000000e+02,1.078335000000000036e+03,2.877821399080916720e+01
3.350000000000000000e+02,1.201522500000000036e+03,2.914593787140618275e+01
3.000000000000000000e+02,1.413897500000000036e+03,2.985385453807284861e+01
3.000000000000000000e+02,1.518897500000000036e+03,3.020385453807285003e+01
3.010000000000000000e+02,1.733087500000000091e+03,3.091544922245823201e+01
3.450000000000000000e+02,1.862718750000000000e+03,3.129119197608142144e+01
3.390000000000000000e+02,2.019316250000000082e+03,3.175313150410502061e+01
3.240000000000000000e+02,2.212441249999999854e+03,3.234919631891983727e+01
2.970000000000000000e+02,2.463628749999999854e+03,3.319494547716899291e+01
0.000000000000000000e+00,6.256709302325580211e+02,1.853252811416484747e+01
