rg-green-gen, rg-green-read, rg-red-gen, rg-red-read, rg-new, rr-green-gen, rr-green-read, rr-red-gen, rr-red-read, rr-new, gg-green-gen, gg-green-read, gg-red-gen, gg-red-read, gg-new, gr-green-gen, gr-green-read, gr-red-gen, gr-red-read, gr-new, new-green-gen, new-green-read, new-red-gen, new-red-read, new-new
318, 144, 330, 154, 168, 83, 198, 97, 284, 537, 350, 193, 266, 132, 164, 104, 290, 83, 178, 544, 68, 134, 81, 111, 2006
