"0000","0001","0010","0011","0100","0101","0110","0111","1000","1001","1010","1011","1100","1101","1110","1111"
10,6,20,3,7,11,1,1,96,11,106,4,5,1,1,17
5,4,29,4,8,18,6,0,87,22,91,11,6,1,1,28
13,7,20,4,11,13,4,1,104,12,113,1,6,2,0,11
5,9,11,9,13,11,7,8,112,36,49,6,11,1,1,11
9,11,28,4,10,20,4,2,95,16,109,5,4,2,1,15
16,21,33,4,5,2,2,0,134,12,49,7,7,1,3,4
11,8,17,4,4,17,1,2,92,10,111,4,5,0,2,12
12,9,42,5,14,4,0,0,126,7,59,16,1,0,1,5
9,7,26,2,5,16,3,2,112,11,131,1,5,1,2,12
9,9,24,3,5,19,0,3,132,11,101,2,3,1,5,12
8,7,67,11,5,10,2,1,54,23,99,13,5,2,1,16
14,8,64,13,8,29,5,2,46,16,59,10,5,3,2,16
